ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2
9678,220,11,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9679,96,192,5,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9680,11,223,9,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9681,84,200,5,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9682,128,158,11,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9683,68,80,17,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9684,120,160,10,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9685,23,148,12,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9686,239,153,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9687,239,54,0,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9688,40,125,8,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9689,226,81,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9690,55,41,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9691,183,161,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9692,201,110,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9693,190,170,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9694,171,212,9,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9695,182,68,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9696,1,180,13,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9697,77,121,12,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9698,228,99,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9699,104,243,1,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9700,225,179,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9701,120,41,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9702,7,151,9,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9703,91,137,12,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9704,42,188,16,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9705,203,70,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9706,42,209,19,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9707,173,43,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9708,41,6,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9709,227,43,0,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9710,180,54,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9711,144,244,2,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9712,84,114,12,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9713,101,25,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9714,35,41,17,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9715,0,105,19,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9716,156,52,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9717,185,242,11,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9718,55,210,11,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9719,202,165,0,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9720,100,175,7,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9721,105,243,4,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9722,125,228,1,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9723,64,147,5,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9724,193,169,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9725,19,24,17,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9726,39,50,12,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9727,220,163,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9728,168,210,4,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9729,53,31,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9730,222,106,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9731,242,234,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9732,220,185,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9733,2,66,6,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9734,49,67,2,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9735,208,101,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9736,44,220,20,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9737,110,133,11,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9738,238,72,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9739,144,57,0,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9740,36,241,5,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9741,145,180,4,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9742,189,14,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9743,35,91,14,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9744,198,192,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9745,177,216,13,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9746,182,1,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9747,179,94,0,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9748,109,205,8,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9749,162,109,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9750,4,201,17,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9751,39,132,10,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9752,166,219,13,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9753,26,5,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9754,154,96,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9755,199,3,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9756,164,220,17,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9757,44,166,9,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9758,38,39,5,5,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9759,133,39,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9760,244,51,0,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9761,36,141,1,2,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9762,97,84,0,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9763,96,111,12,3,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9764,51,166,18,1,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9765,239,54,0,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
9766,83,247,15,4,-1,-1,-1,11,1,Cu2Te,0.2,CuCl,0.04,Te,22.51,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
